what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1606151519998
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1606151519998
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1606151520013
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1606151520013
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1606151520013
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1606151520013
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1606151520013
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1606151520013
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1606151520013
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1606151520029
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1606151520029
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1606151520060
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1606151520060
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1606151520123
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1606151520138
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1606151520170
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1606151520201
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1606151520217
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1606151520232
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1606151520232
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1606151520232
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1606151520232
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1606151520232
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1606151520232
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1606151520264
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1606151520264
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1606151520295
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1606151520326
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1606151520342
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1606151520342
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1606151520357
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1606151520388
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1606151520388
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1606151520404
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1606151520404
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1606151520404
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1606151520404
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1606151520451
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1606151520482
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1606151520482
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1606151520545
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1606151520545
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1606151520545
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1606151520576
started,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1606151520576
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1606151520576
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1606151520576
os,sysinfo,,,"win32",1606151520576
arch,sysinfo,,,"x86",1606151520576
ws,sysinfo,,,"win32",1606151520576
locale,sysinfo,,,"en_US",1606151520576
processors,sysinfo,,,"4",1606151520576
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1606151520576
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1606151520576
java.specification.name,sysinfo,,,"Java Platform API Specification",1606151520576
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606151520576
java.specification.version,sysinfo,,,"1.6",1606151520576
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1606151520576
java.version,sysinfo,,,"1.6.0_23",1606151520576
java.vm.info,sysinfo,,,"mixed mode",1606151520576
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1606151520576
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1606151520576
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606151520576
java.vm.specification.version,sysinfo,,,"1.0",1606151520576
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1606151520576
java.vm.version,sysinfo,,,"19.0-b09",1606151520576
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151520576
started,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1606151520701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151521341
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1606151521669
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1606151521669
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1606151521716
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1606151521747
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1606151521810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151521872
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151524856
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1606151528605
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1606151528730
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1606151529152
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1606151529293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151529933
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151579827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151581952
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1606151587060
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1606151589294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151600541
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1606151605150
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1606151606102
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151606134
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1606151606477
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1606151606493
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151606509
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606151607790
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151610195
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151610258
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151623175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151632938
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151635016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151637500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151661322
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606151661353
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151664447
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151675975
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606151687613
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151689566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151694393
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151697423
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606151704327
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151706639
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151714512
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151718621
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606151726494
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151728587
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151731415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606151751551
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151759111
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151765485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606151771843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151775998
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151777513
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151809287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151849027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151850996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151852214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151852995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151856135
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151860806
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151869179
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151870007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151870413
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151873194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151873631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151885999
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606151889810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151895028
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151898074
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606151898121
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606151901277
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151918491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151932066
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151965293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606151968729
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1606151999097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152000987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152003221
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606152009001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606152013250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606152029059
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606152031714
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606152034760
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1606152039650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152044664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152044680
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152044805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152048679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152065280
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152068576
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1606152126390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152132670
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152143282
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606152145547
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1606152146250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152149234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152173181
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152173572
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152177165
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152206798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152208735
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1606152215812
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1606152223482
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152223857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152234975
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1606152235006
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1606152237193
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1606152237193
opened,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1606152238552
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1606152238911
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1606152238974
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152319240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152512201
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606152527432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152538476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152748016
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1606152769961
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606152774986
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152780970
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1606152785059
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1606152787635
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152790088
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1606152790103
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1606152794384
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606152877219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152897413
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152900648
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152901382
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152933020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152953453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152977780
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152980119
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152982496
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606152982898
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1606152983715
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1606152983715
stopped,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1606152984724
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1606152984724
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1606152984771
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1606152984793
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1606152984793
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1606152984824
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1606152984840
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1606152984840
stopped,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1606152984840
stopped,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1606152984840
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1606152984840
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1606152984840
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1606152984877
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1606152984877
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1606152984877
